Parameter,Value
Machine,
Configuration,BSARB
MachineInnerRadius_mm,17.717939704015045
MachineOuterRadius_mm,41.5
MachineThickness_mm,28.065
FullMachineOuterRadius_mm,41.5
FullMachineInnerRadius_mm,17.718
AirGapThickness_mm,0.5
Stator,
BackIronStatorThickness_mm,3.293298094680901
BackIronStatorInnerRadius_mm,20.023
BackIronStatorOuterRadius_mm,39.195
TeethNumber,18
TeethThickness_mm,15.15937686248923
TeethInnerRadius_mm,20.023
TeethOuterRadius_mm,39.195
PoleShoeThickness_mm,3.0
CoilGapDistance_mm,0.1
CoilAdjacentDistance_mm,0.2
CoilWidth_mm,2.3053732078736857
StatorMaxThickness_mm,18.703
StatorMinThickness_mm,18.703
TeethMaterial,NO30-Cogent
BackIronMaterial,NO30-Cogent
CoilMaterial,Copper
AirRingMaterial,Air
Rotor,
BackIronRotorThickness_mm,2.4623910491473953
MagnetsNumber,20
MagnetsThickness_mm,6.650369308108576
MagnetsInnerRadius_mm,19.523
MagnetsOuterRadius_mm,39.695
StructureStepWidthRatio_mm,1000.0
XThickness_mm,1.0
XToMagnetRatio_mm,2500.0
RotorMaxThickness_mm,9.363
RotorMinThickness_mm,9.363
StructureMaterial,Air
MagnetsMaterial,BMN-52SH (GBD)
XMaterial,NO30-Cogent
BackIronMaterial,11SMn30
AirRingMaterial,Air
Simulation,
NumberOfPhases,3
CurrentDensityRMS,15000000.0
DCSupplyVoltage,48.0
FillFactor,0.6
RPM,2500.0
MagnetTemperature_C,20.0
DynamicSourceMagnetization,False
Slots,18
Poles,20
ElectricalFrequency_Hz,416.66666666666663
CurrentDensityPeak,21213203.43559643
Output,
SlotFillFactor,
RmsSupplyCurrent_A,296.91908045117253
PeakSupplyCurrent_A,419.90699050139636
PeakCurrentDensity_Aperm2,12727922.061357858
AverageDAxisPhase_A,-0.0
AverageQAxisPhase_A,419.906990501399
AverageDAxisPhase_V,-1.0101786445574965
AverageQAxisPhase_V,2.289805724712997
PeakPhaseBackEmf_V,2.175100268941284
RmsPhaseBackEmf_V,1.5380281499290651
PeakPhaseTerminalVoltage_V,2.502732736599822
PeakLineToLineTerminalVoltage_SVM_V,4.334860257556787
PeakLineToLineBackEmf_V,3.767384177363033
RmsLineToLineBackEmf_V,2.6639428991483034
PeakPhaseInducedVoltage_V,2.391980600592702
RmsPhaseInducedVoltage_V,1.6913857031457702
PeakLineToLineInducedVoltage_V,4.143031930945678
RmsLineToLineInducedVoltage_V,2.9295659730440846
TotalTorque_Nm,5.395819232391718
ReluctanceTorque_Nm,-0.0
MagnetTorque_Nm,5.274041267872057
CoggingTorque_Nm,0.09520852303809492
TorqueRipple_Percent,4.432837304607907
TorqueRippleAbsolute_Nm,0.2391878878226681
TorquePerAxialHeight_NmPerm,192.26150836956057
TorquePerMachineCost_NmPerDollar,
TorqueDensity_NmPerKg,7.175490558996991
TorqueDensityCopperMass_NmPerKg,29.984670383727266
TorqueDensityMagnetMass_NmPerKg,29.524722675642032
ApperentElectricalPower_W,1576.3724571824425
ActiveElectricalPower_W,1442.258146045664
OutputMechanicalPower_KW,1.4125181236627535
Efficiency_Percent,93.46010533924944
PowerFactor,0.9149221933397073
StatorWindingResistanceLoss_W,76.59187242762991
StatorWindingSimulationLoss_W,76.59150608116576
TotalIronCoreLoss_W,11.185014251160723
EddyCurrentIronCoreLoss_W,0.0
SteinmetzHysteresisLossTeeth_W,0.7417876941494289
SteinmetzHysteresisLossBackirons_W,0.24643090110227522
SteinmetzHysteresisLossPoleshoes_W,0.0
SteinmetzLossTotal_W,0.9882185952517042
SteinmetzEddyHysteresisLossTeeth_W,0.8467777697243984
SteinmetzEddyLossTeeth_W,3.3719412044050213e-12
SteinmetzEddyHysteresisLossBackirons_W,0.28130987919187206
SteinmetzEddyLossBackirons_W,1.109700189628259e-12
SteinmetzEddyHysteresisLossPoleshoes_W,0.0
SteinmetzEddyLossPoleshoes_W,0.0
SteinmetzEddyLossTotal_W,1.1280876489207523
BertottiHysteresisLossTeeth_W,0.01434490315339378
BertottiEddyLossTeeth_W,21.39891219858476
BertottiExcessLossTeeth_W,2.0644241246212456
BertottiHysteresisLossBackirons_W,0.005838458843881606
BertottiEddyLossBackirons_W,7.042346080526646
BertottiExcessLossBackirons_W,0.7057726146191481
BertottiHysteresisLossPoleshoes_W,0.0
BertottiEddyLossPoleshoes_W,0.0
BertottiExcessLossPoleshoes_W,0.0
BertottiLossTotal_W,31.231638380349075
MaxwellHysteresisLossTeeth_W,0.04885791773465486
MaxwellEddyLossTeeth_W,20.357465722569316
MaxwellExcessLossTeeth_W,2.3306828167798184
MaxwellHysteresisLossBackirons_W,0.016079058704867207
MaxwellEddyLossBackirons_W,6.699607793627657
MaxwellExcessLossBackirons_W,0.7967994976557472
MaxwellHysteresisLossPoleshoes_W,0.0
MaxwellEddyLossPoleshoes_W,0.0
MaxwellExcessLossPoleshoes_W,0.0
MaxwellLossTotal_W,30.24949280707206
MagnetEddyCurrentLoss_W,7.011714285714286
OtherEddyCurrentLoss_W,4.052714285714286
WindingEddyCurrentLoss_W,0
RotorStructureEddyCurrentLoss_W,0.0
TotalLoss_W,98.8413152502192
BRemanent_T,1.4486227210761375
HcJ_kAPerM,1594.7740720039003
Hd5_kAPerM,1552.9736594088474
Hd10_kAPerM,1567.1478588375633
MaxDemagField_kAPerM,-1060.0560519889377
MinDemagField_kAPerM,-1256.0420312868116
MaxDemagFactor,0.7164869136489889
MinDemagFactor,0.7164869136489889
DemagFactorPercentile99_9,0.7164869136489889
DemagFactorPercentile99,0.7164869136489889
DemagFactorPercentile95,0.7164869136489889
DemagFactorPercentile90,0.7164869136489889
DemagFactorPercentile85,0.7164869136489889
DemagFactorPercentile80,0.7164869136489889
PercentileOfDemagFactorAt0_9_Percent,100.0
PercentileOfDemagFieldAtHd5_Percent,100.0
PercentileOfDemagFieldAtHd10_Percent,100.0
DemagFactorMean,0.716
DemagFactorStandardDeviation,0.0
DemagFactorCorrelationCoefficientR2,-inf
DemagPerformanceDegrationOnTorque_Percent,1.14
DiscretizationError_Percent,
VelocityConstantPhasePeakKv_RpmPerV,1140.4394240489735
VelocityConstantOptimalNoLoadPhasePeakKv_RpmPerV,1149.3723005316251
BackEmfConstantPhasePeakKe_VPerRpm,0.0008768549902016166
BackEmfConstantPhasePeakKeElec_VsPerRad,0.0008373348363922964
BackEmfConstantPhasePeakKeMech_VsPerRad,0.008373348363922964
BackEmfConstantLineToLineRmsKe_VPerRpm,0.0010739236522035519
BackEmfConstantLineToLineRmsKeElec_VsPerRad,0.0010255215465089802
BackEmfConstantLineToLineRmsKeMech_VsPerRad,0.010255215465089802
BackEmfConstantOptimalNoLoadPhasePeakKe_VPerRpm,0.0008700401075765135
BackEmfConstantOptimalNoLoadPhasePeakKeElec_VsPerRad,0.0008308271028540392
BackEmfConstantOptimalNoLoadPhasePeakKeMech_VsPerRad,0.008308271028540391
BackEmfConstantOptimalNoLoadLineToLineRmsKe_VPerRpm,0.0010655771596593212
BackEmfConstantOptimalNoLoadLineToLineRmsKeElec_VsPerRad,0.0010175512332336167
BackEmfConstantOptimalNoLoadLineToLineRmsKeMech_VsPerRad,0.010175512332336165
TorqueConstantKtFromFluxLinkage_NmPerA,0.012560022545884446
TorqueConstantKtFromFluxLinkage_NmPerArms,0.017762554228101635
TorqueConstantOptimalNoLoadKt_NmPerA,0.012462406542810587
TorqueConstantOptimalNoLoadKt_NmPerArms,0.01762450435264993
