Parameter,Value
BackEmfConstantPhasePeakKeElec_VsPerRad,1.3973790909400541e-05
BackEmfConstantPhasePeakKeMech_VsPerRad,9.78165363658038e-05
BackEmfConstantLineToLineRmsKe_VPerRpm,1.2545458210298344e-05
BackEmfConstantLineToLineRmsKeElec_VsPerRad,1.711432875018672e-05
BackEmfConstantLineToLineRmsKeMech_VsPerRad,0.00011980030125130705
BackEmfConstantOptimalNoLoadPhasePeakKe_VPerRpm,1.059180301936798e-05
BackEmfConstantOptimalNoLoadPhasePeakKeElec_VsPerRad,1.4449181201040653e-05
BackEmfConstantOptimalNoLoadPhasePeakKeMech_VsPerRad,0.00010114426840728458
BackEmfConstantOptimalNoLoadLineToLineRmsKe_VPerRpm,1.297225642676088e-05
BackEmfConstantOptimalNoLoadLineToLineRmsKeElec_VsPerRad,1.76965605717823e-05
BackEmfConstantOptimalNoLoadLineToLineRmsKeMech_VsPerRad,0.00012387592400247608
TorqueConstantKtFromFluxLinkage_NmPerA,0.0001467248045487057
TorqueConstantKtFromFluxLinkage_NmPerArms,0.0002075002085293212
TorqueConstantOptimalNoLoadKt_NmPerA,0.00015171640261092687
TorqueConstantOptimalNoLoadKt_NmPerArms,0.00021455939420682963
TorqueConstantLoadedKt_NmPerA,0.00013280419762361952
TorqueConstantLoadedKt_NmPerArms,0.00018781349741939948
MotorConstantKm_NmPerSqrtW,0.008254356035451377
SpecificMotorConstant_NmPerSqrtWPerKg,0.38175657437400556
Saturation_Percent,12.465497903880078
AverageAirgapFluxDensity_T,0.013185575726699381
MaximumAirgapFluxDensity_T,1.7561488584659053
PeakStatorToothAverageFluxDensity_T,
PeakStatorBackIronAverageFluxDensity_T,
PeakRotorBackIronAverageFluxDensity_T,
DAxisInductanceLd_uH,0.06205869280620582
QAxisInductanceLq_uH,0.05630404900084122
DQAxisInductanceAvgLdq_uH,-0.00910472177125175
DQAxisInductanceLdqFromD_uH,-0.006890775447085636
DQAxisInductanceLdqFromQ_uH,-0.011318668095417863
PermanentMagnetFluxLinkageLoad_mWb,0.01397379090940054
PermanentMagnetFluxLinkageLoadQ_mWb,-0.0024842238889027706
LoadedFluxLinkageD_mWb,0.011351610719155948
LoadedFluxLinkageQ_mWb,0.010599362947679951
PhaseSelfInductanceLself_uH,
PhaseMutualInductanceLmutual_uH,
VolumeMagnet_m3,2.1678764593237417e-08
VolumeX_m3,0.0
VolumeRotorBackiron_m3,7.612471651142532e-07
VolumeTooth_m3,1.470167093581431e-08
VolumeCopperInclFillFactor_m3,1.0457087155193404e-07
VolumePoleShoe_m3,0.0
VolumeStatorBackiron_m3,9.426514439796923e-08
MassMagnet_Kg,0.0001636746726789427
MassX_Kg,0.0
MassRotorBackiron_Kg,0.005975790246146871
MassTooth_Kg,0.00011467303329935154
MassCopperInclFillFactor_Kg,0.0009369550091053412
MassPoleShoe_Kg,0.0
MassStatorBackiron_Kg,0.0007352681263041624
MassMagnetPerMachine_Kg,0.002291445417505198
MassXPerMachine_Kg,0.0
MassRotorBackironPerMachine_Kg,0.005975790246146871
MassToothPerMachine_Kg,0.0013760763995922184
MassCopperInclFillFactorPerMachine_Kg,0.011243460109264095
MassPoleShoePerMachine_Kg,0.0
MassStatorBackironPerMachine_Kg,0.0007352681263041624
MassMinRotorPerMachine_Kg,
MassMinStatorPerMachine_Kg,
MassMaxRotorPerMachine_Kg,
MassMaxStatorPerMachine_Kg,
MassMachine_Kg,0.021622040298812546
MomentOfInertiaRotor_KgM2,1.6835541634351392e-06
ResistanceCoil_Ohm,3.20982312175203e-05
ResistanceSinglePhase_Ohm,
ResistanceMachinePhase_Ohm,0.0001283929248700812
AirgapTangentialForceAverage_N,-2.1548425637893613
AirgapAxialForceAverage_N,0.21878168801825607
AirgapRadialForceAverage_N,-0.5469869173326477
AirgapShearStress_Pa,30960.92260906874
MagnetAxialForcePositiveMaximum_N,3.4567507242949493
MagnetAxialForcePositiveMinimum_N,1.9686291310250377
MagnetAxialForceNegativeMaximum_N,0
MagnetAxialForceNegativeMinimum_N,0
MagnetRadialForcePositiveMaximum_N,1.21906016152979
MagnetRadialForceNegativeMaximum_N,-1.1373266917789784
MagnetTangentialForceMaximum_N,1.0677347562204684
MagnetForceElecFrequency_Hz,5716.666666666666
MagnetForceMechFrequency_Hz,816.6666666666666
OutputMinCoreWidth_mm,2.116
DAxisAlignmentAngle_Deg,70.70515864134967
PermanentMagnetFluxLinkageNoLoadMin_mWb,0.014590216954776832
PermanentMagnetFluxLinkageNoLoadMax_mWb,0.01430814544730447
PermanentMagnetFluxLinkageNoLoadAvg_mWb,0.014449181201040653
TotalMachineCost_USD,
RotationalFrequencyElec_Hz,2858.333333333333
RotationalFrequencyMech_Hz,408.3333333333333
ShortCircuitPeakTorque_Nm,0.03807037774467486
ShortCircuitPeakId_A,417.73316928614287
ShortCircuitPeakIq_A,273.5698302971463
ShortCircuitAvgId_A,-221.92350369882385
ShortCircuitAvgIq_A,-28.182420726729333
ShortCircuitAvgIActive_A,223.70581202349214
ShortCircuitRmsIa_Arms,158.21075306868048
ShortCircuitRmsIb_Arms,158.18810694962892
ShortCircuitRmsIc_Arms,158.15282461210333
ShortCircuitDemagId_A,-417.73316928614287
ShortCircuitDemagIq_A,-109.4802982064659
ShortCircuitDemagIActive_A,431.84133245582456
ShortCircuitDemagIActiveDensityRMS_A_per_m2,41091416.66018078
ShortCircuitDemagThetaE_deg,104.68588992232831
ASCAverageTorque_Nm,
ASCAverageLoadedFluxLinkageD_Wb,
ASCAverageLoadedFluxLinkageQ_Wb,
ASCTorqueReduction_Percent,
ASCLoadedFluxLinkageDReduction_Percent,
ASCLoadedFluxLinkageQReduction_Percent,
ASCAirgapAxialForceAverage_N,
ASCMagnetAxialForcePositiveMaximum_N,
ASCMagnetAxialForcePositiveMinimum_N,
ASCMagnetAxialForceNegativeMaximum_N,
ASCMagnetAxialForceNegativeMinimum_N,
ASCMagnetRadialForcePositiveMaximum_N,
ASCMagnetRadialForceNegativeMaximum_N,
ASCMagnetTangentialForceMaximum_N,
