Parameter,Value
RotationalFrequencyElec_Hz,291.66666666666663
RotationalFrequencyMech_Hz,41.666666666666664
ShortCircuitPeakTorque_Nm,1.3208932623573946
ShortCircuitPeakId_A,811.1613317096744
ShortCircuitPeakIq_A,540.7682255129914
ShortCircuitAvgId_A,-487.53359382019113
ShortCircuitAvgIq_A,-90.73003386521744
ShortCircuitAvgIActive_A,495.904185598509
ShortCircuitRmsIa_Arms,350.6277122124189
ShortCircuitRmsIb_Arms,350.7924246805088
ShortCircuitRmsIc_Arms,350.5514582765023
ShortCircuitDemagId_A,-811.1613317096744
ShortCircuitDemagIq_A,-149.42824422500388
ShortCircuitDemagIActive_A,824.809981894727
ShortCircuitDemagIActiveDensityRMS_A_per_m2,36558156.73645872
ShortCircuitDemagThetaE_deg,100.43773415833466
ASCAverageTorque_Nm,
ASCAverageLoadedFluxLinkageD_Wb,
ASCAverageLoadedFluxLinkageQ_Wb,
ASCTorqueReduction_Percent,
ASCLoadedFluxLinkageDReduction_Percent,
ASCLoadedFluxLinkageQReduction_Percent,
ASCAirgapAxialForceAverage_N,
ASCMagnetAxialForcePositiveMaximum_N,
ASCMagnetAxialForcePositiveMinimum_N,
ASCMagnetAxialForceNegativeMaximum_N,
ASCMagnetAxialForceNegativeMinimum_N,
ASCMagnetRadialForcePositiveMaximum_N,
ASCMagnetRadialForceNegativeMaximum_N,
ASCMagnetTangentialForceMaximum_N,
